timestamp,hour,day_of_week,month,is_weekend,temperature,humidity,solar_radiation,cloud_cover,energy_demand,solar_generation,battery_soc,battery_power,grid_power
2023-03-02T18:00:00,18,3,3,0,26.94,59.72,0.0,27.54,22.499,0.0,66.09,-20.0,2.499
2023-03-02T19:00:00,19,3,3,0,23.58,62.27,0.0,41.38,27.219,0.0,45.87,-20.0,7.219
2023-03-02T20:00:00,20,3,3,0,23.71,69.93,2.61,38.66,25.637,0.007,26.21,-20.0,5.63
2023-03-02T21:00:00,21,3,3,0,18.85,69.18,0.84,48.59,22.867,0.005,10.17,-16.205,6.657
2023-03-02T22:00:00,22,3,3,0,16.52,67.39,0.0,30.61,22.639,0.0,9.69,-0.0,22.639
2023-03-02T23:00:00,23,3,3,0,17.11,67.2,0.0,43.88,17.882,0.0,9.86,-0.0,17.882
2023-03-03T00:00:00,0,4,3,0,16.54,70.22,1.04,56.28,12.804,0.004,10.03,-0.0,12.8
2023-03-03T01:00:00,1,4,3,0,14.66,63.63,0.03,30.62,10.881,0.0,9.94,-0.0,10.881
2023-03-03T02:00:00,2,4,3,0,12.08,66.27,0.0,28.14,10.429,0.012,9.94,-0.0,10.417
2023-03-03T03:00:00,3,4,3,0,11.12,75.27,1.23,23.86,12.21,0.039,10.03,-0.0,12.171
2023-03-03T04:00:00,4,4,3,0,11.07,67.04,0.55,35.17,12.917,0.0,10.29,-0.0,12.917
2023-03-03T05:00:00,5,4,3,0,12.22,60.24,0.0,36.15,11.687,0.046,10.02,-0.0,11.641
2023-03-03T06:00:00,6,4,3,0,16.26,70.78,0.0,53.56,13.695,0.038,10.05,-0.0,13.657
2023-03-03T07:00:00,7,4,3,0,18.27,70.04,119.21,50.11,19.22,5.674,10.08,-0.0,13.546
2023-03-03T08:00:00,8,4,3,0,18.73,67.18,255.89,56.73,21.972,12.046,9.72,-0.0,9.926
2023-03-03T09:00:00,9,4,3,0,17.59,57.4,385.64,55.1,22.085,18.934,10.06,-0.0,3.151
2023-03-03T10:00:00,10,4,3,0,21.59,62.76,855.63,0.0,17.327,40.459,28.18,20.0,0.0
2023-03-03T11:00:00,11,4,3,0,22.65,56.89,958.31,0.0,14.92,46.643,46.81,20.0,0.0
2023-03-03T12:00:00,12,4,3,0,27.44,54.43,853.5,19.13,15.566,41.727,65.37,20.0,0.0
2023-03-03T13:00:00,13,4,3,0,24.36,63.49,826.44,18.33,13.102,38.965,83.55,20.0,0.0
2023-03-03T14:00:00,14,4,3,0,26.05,43.75,850.76,0.0,14.017,38.39,100.0,17.826,0.0
2023-03-03T15:00:00,15,4,3,0,29.11,58.06,503.01,35.39,15.564,23.56,99.75,0.0,0.0
2023-03-03T16:00:00,16,4,3,0,26.65,57.18,288.78,42.25,16.495,13.387,96.94,-3.108,0.0
2023-03-03T17:00:00,17,4,3,0,26.28,62.59,185.92,9.23,20.855,8.679,84.77,-12.176,0.0
2023-03-03T18:00:00,18,4,3,0,24.7,63.4,1.52,50.48,23.572,0.0,64.32,-20.0,3.572
2023-03-03T19:00:00,19,4,3,0,23.67,57.06,0.0,41.38,24.939,0.0,44.8,-20.0,4.939
2023-03-03T20:00:00,20,4,3,0,23.3,66.52,0.0,36.3,25.275,0.0,24.28,-20.0,5.275
2023-03-03T21:00:00,21,4,3,0,17.79,48.15,0.0,13.53,26.06,0.0,10.04,-14.716,11.344
2023-03-03T22:00:00,22,4,3,0,19.49,64.73,0.45,31.44,17.86,0.012,10.08,-0.0,17.848
2023-03-03T23:00:00,23,4,3,0,14.94,58.61,0.0,32.97,14.507,0.013,9.95,-0.0,14.494
2023-03-04T00:00:00,0,5,3,1,15.4,63.29,0.0,39.1,11.327,0.003,10.03,-0.0,11.324
2023-03-04T01:00:00,1,5,3,1,15.19,64.57,0.0,39.55,12.231,0.007,10.35,-0.0,12.224
2023-03-04T02:00:00,2,5,3,1,12.81,71.32,0.51,37.42,12.382,0.0,9.93,-0.0,12.382
2023-03-04T03:00:00,3,5,3,1,13.54,80.91,0.0,60.95,10.583,0.008,9.83,-0.0,10.575
2023-03-04T04:00:00,4,5,3,1,14.09,56.92,0.0,35.75,10.271,0.038,10.32,-0.0,10.233
2023-03-04T05:00:00,5,5,3,1,13.73,65.13,0.0,15.0,10.932,0.0,10.04,-0.0,10.932
2023-03-04T06:00:00,6,5,3,1,15.48,70.7,1.63,0.0,11.193,0.0,10.18,-0.0,11.193
2023-03-04T07:00:00,7,5,3,1,15.76,56.67,209.24,0.0,16.46,9.802,9.76,-0.0,6.658
2023-03-04T08:00:00,8,5,3,1,18.91,54.63,460.16,0.0,16.057,20.64,13.85,4.583,0.0
2023-03-04T09:00:00,9,5,3,1,19.76,58.51,669.9,0.0,17.858,32.033,27.13,14.175,0.0
2023-03-04T10:00:00,10,5,3,1,23.26,63.61,671.14,27.03,19.456,32.7,39.42,13.244,0.0
2023-03-04T11:00:00,11,5,3,1,21.59,62.64,809.61,20.16,20.395,39.071,56.55,18.676,0.0
2023-03-04T12:00:00,12,5,3,1,23.41,54.33,962.51,5.36,18.409,44.781,74.95,20.0,0.0
2023-03-04T13:00:00,13,5,3,1,25.35,51.81,890.15,10.46,17.029,42.894,93.15,20.0,0.0
2023-03-04T14:00:00,14,5,3,1,28.22,60.36,808.12,7.38,17.383,39.174,100.0,7.148,0.0
2023-03-04T15:00:00,15,5,3,1,26.47,52.7,581.76,19.51,16.627,29.114,99.96,0.0,0.0
2023-03-04T16:00:00,16,5,3,1,26.47,44.7,440.08,4.23,16.165,20.834,99.67,0.0,0.0
2023-03-04T17:00:00,17,5,3,1,26.39,47.07,196.23,4.37,16.0,10.172,94.13,-5.828,0.0
2023-03-04T18:00:00,18,5,3,1,22.37,54.37,0.99,9.05,18.816,0.009,75.35,-18.807,0.0
2023-03-04T19:00:00,19,5,3,1,23.67,62.65,0.94,0.0,20.767,0.0,55.53,-20.0,0.767
2023-03-04T20:00:00,20,5,3,1,24.23,51.92,0.0,19.93,21.581,0.006,35.29,-20.0,1.575
2023-03-04T21:00:00,21,5,3,1,20.74,64.4,0.0,0.0,18.356,0.024,17.18,-18.332,0.0
2023-03-04T22:00:00,22,5,3,1,18.41,64.61,0.71,0.0,20.007,0.0,10.13,-7.033,12.974
2023-03-04T23:00:00,23,5,3,1,17.5,61.09,0.0,9.24,15.517,0.044,9.88,-0.0,15.473
2023-03-05T00:00:00,0,6,3,1,16.79,47.19,0.0,6.47,12.856,0.0,10.1,-0.0,12.856
2023-03-05T01:00:00,1,6,3,1,12.82,55.73,0.43,3.35,13.046,0.012,10.17,-0.0,13.034
2023-03-05T02:00:00,2,6,3,1,11.88,58.5,0.0,0.0,11.739,0.0,10.17,-0.0,11.739
2023-03-05T03:00:00,3,6,3,1,14.94,72.55,0.0,26.08,12.262,0.005,10.06,-0.0,12.257
2023-03-05T04:00:00,4,6,3,1,14.17,63.41,1.34,39.0,9.764,0.015,9.99,-0.0,9.749
2023-03-05T05:00:00,5,6,3,1,16.19,55.43,0.22,0.0,11.539,0.0,9.8,-0.0,11.539
2023-03-05T06:00:00,6,6,3,1,14.02,61.82,0.0,2.6,12.876,0.022,10.18,-0.0,12.854
2023-03-05T07:00:00,7,6,3,1,15.24,52.77,213.56,0.0,15.954,10.679,9.78,-0.0,5.275
2023-03-05T08:00:00,8,6,3,1,16.98,63.64,341.41,32.7,16.025,16.124,10.07,0.099,0.0
2023-03-05T09:00:00,9,6,3,1,16.48,59.03,553.5,25.88,17.87,27.946,19.53,10.076,0.0
2023-03-05T10:00:00,10,6,3,1,21.57,71.42,790.99,10.94,18.234,38.484,37.61,20.0,0.0
2023-03-05T11:00:00,11,6,3,1,23.28,53.21,858.15,16.05,19.268,42.776,56.16,20.0,0.0
2023-03-05T12:00:00,12,6,3,1,25.18,66.98,849.13,19.84,17.832,38.795,74.33,20.0,0.0
2023-03-05T13:00:00,13,6,3,1,27.6,51.63,728.21,28.69,16.801,34.183,90.5,17.382,0.0
2023-03-05T14:00:00,14,6,3,1,28.96,55.64,757.81,13.72,17.265,36.586,99.85,10.269,0.0
2023-03-05T15:00:00,15,6,3,1,27.01,56.23,667.07,2.57,15.762,31.58,99.88,0.0,0.0
2023-03-05T16:00:00,16,6,3,1,23.83,59.02,381.73,21.49,16.556,18.21,100.0,0.0,0.0
2023-03-05T17:00:00,17,6,3,1,26.72,56.21,193.47,15.34,18.249,9.187,91.04,-9.062,0.0
2023-03-05T18:00:00,18,6,3,1,26.08,59.42,0.71,8.38,16.917,0.04,73.98,-16.877,0.0
2023-03-05T19:00:00,19,6,3,1,24.55,58.09,0.0,8.67,18.854,0.0,55.25,-18.854,0.0
2023-03-05T20:00:00,20,6,3,1,23.94,57.74,1.27,23.82,22.042,0.0,35.14,-20.0,2.042
2023-03-05T21:00:00,21,6,3,1,18.84,57.07,0.76,17.32,17.214,0.025,17.97,-17.189,0.0
2023-03-05T22:00:00,22,6,3,1,21.5,59.43,0.0,25.89,16.844,0.02,9.83,-8.018,8.806
2023-03-05T23:00:00,23,6,3,1,16.28,59.66,0.0,8.71,17.06,0.0,9.92,-0.0,17.06
2023-03-06T00:00:00,0,0,3,0,16.9,59.65,0.0,11.59,10.191,0.011,9.71,-0.0,10.18
2023-03-06T01:00:00,1,0,3,0,12.33,68.41,3.88,44.03,10.807,0.016,10.32,-0.0,10.791
2023-03-06T02:00:00,2,0,3,0,12.83,58.54,0.0,29.58,11.97,0.0,10.18,-0.0,11.97
2023-03-06T03:00:00,3,0,3,0,16.07,58.62,0.0,29.28,9.17,0.03,10.37,-0.0,9.14
2023-03-06T04:00:00,4,0,3,0,14.43,67.28,1.65,19.07,9.476,0.0,10.17,-0.0,9.476
2023-03-06T05:00:00,5,0,3,0,16.81,48.95,1.33,8.32,10.487,0.0,10.05,-0.0,10.487
2023-03-06T06:00:00,6,0,3,0,15.75,73.08,0.54,50.39,14.512,0.021,9.67,-0.0,14.491
2023-03-06T07:00:00,7,0,3,0,17.03,63.54,100.45,50.0,18.902,4.357,10.16,-0.0,14.545
2023-03-06T08:00:00,8,0,3,0,20.63,70.67,350.11,36.48,23.48,16.853,10.2,-0.0,6.627
2023-03-06T09:00:00,9,0,3,0,20.81,69.26,467.56,42.51,19.893,22.101,11.86,2.208,0.0
2023-03-06T10:00:00,10,0,3,0,19.82,64.08,488.39,56.12,17.289,24.676,18.91,7.387,0.0
2023-03-06T11:00:00,11,0,3,0,22.71,60.39,684.42,38.63,15.25,33.655,35.78,18.405,0.0
2023-03-06T12:00:00,12,0,3,0,25.32,63.71,895.16,9.8,13.382,44.226,54.15,20.0,0.0
2023-03-06T13:00:00,13,0,3,0,27.1,63.68,755.72,26.82,11.521,36.624,72.64,20.0,0.0
2023-03-06T14:00:00,14,0,3,0,24.88,63.1,701.7,24.8,15.865,33.805,89.14,17.94,0.0
2023-03-06T15:00:00,15,0,3,0,25.95,61.43,617.45,11.88,15.611,30.388,99.85,11.886,0.0
2023-03-06T16:00:00,16,0,3,0,26.11,49.62,439.46,8.11,17.795,20.985,100.0,0.0,0.0
2023-03-06T17:00:00,17,0,3,0,26.43,54.91,219.67,1.49,19.706,10.955,91.03,-8.751,0.0
2023-03-06T18:00:00,18,0,3,0,23.02,54.2,0.0,16.73,24.257,0.0,71.32,-20.0,4.257
2023-03-06T19:00:00,19,0,3,0,22.73,53.82,0.81,24.61,23.836,0.0,51.3,-20.0,3.836
2023-03-06T20:00:00,20,0,3,0,22.08,56.88,0.0,0.0,25.59,0.0,31.14,-20.0,5.59
2023-03-06T21:00:00,21,0,3,0,21.76,57.14,0.0,19.82,23.55,0.017,11.44,-20.0,3.533
2023-03-06T22:00:00,22,0,3,0,20.42,58.96,0.61,18.82,20.899,0.007,9.72,-1.249,19.643
2023-03-06T23:00:00,23,0,3,0,17.48,57.55,0.76,9.73,17.031,0.0,10.04,-0.0,17.031
2023-03-07T00:00:00,0,1,3,0,15.83,55.93,0.0,18.06,12.414,0.0,10.03,-0.0,12.414
2023-03-07T01:00:00,1,1,3,0,15.33,68.25,1.93,0.0,11.199,0.0,10.24,-0.0,11.199
2023-03-07T02:00:00,2,1,3,0,14.03,64.64,1.22,22.5,8.504,0.007,10.1,-0.0,8.497
2023-03-07T03:00:00,3,1,3,0,13.54,58.31,0.0,31.79,9.205,0.0,9.67,-0.0,9.205
2023-03-07T04:00:00,4,1,3,0,13.99,62.02,0.0,4.04,9.906,0.0,9.93,-0.0,9.906
2023-03-07T05:00:00,5,1,3,0,13.9,68.81,0.0,4.35,13.194,0.0,10.24,-0.0,13.194
2023-03-07T06:00:00,6,1,3,0,15.5,67.29,0.0,18.78,16.046,0.013,9.98,-0.0,16.033
2023-03-07T07:00:00,7,1,3,0,17.73,59.81,180.53,26.41,20.823,8.713,9.83,-0.0,12.11
2023-03-07T08:00:00,8,1,3,0,19.84,55.4,457.01,3.88,21.668,22.249,10.53,0.581,0.0
2023-03-07T09:00:00,9,1,3,0,18.8,53.5,660.14,2.87,19.864,31.631,21.61,11.767,0.0
2023-03-07T10:00:00,10,1,3,0,23.08,52.81,808.76,6.78,18.853,38.882,39.63,20.0,0.0
2023-03-07T11:00:00,11,1,3,0,24.19,51.59,946.78,0.0,13.935,45.488,58.0,20.0,0.0
2023-03-07T12:00:00,12,1,3,0,25.86,46.63,986.21,0.0,14.022,46.276,76.53,20.0,0.0
2023-03-07T13:00:00,13,1,3,0,26.98,51.14,958.01,0.0,13.076,45.336,94.86,20.0,0.0
2023-03-07T14:00:00,14,1,3,0,25.41,57.01,791.99,7.09,13.045,36.091,100.0,5.478,0.0
2023-03-07T15:00:00,15,1,3,0,25.52,55.02,573.82,19.52,13.752,26.924,99.95,0.0,0.0
2023-03-07T16:00:00,16,1,3,0,26.91,56.57,397.64,13.9,15.846,18.913,100.0,0.0,0.0
2023-03-07T17:00:00,17,1,3,0,28.12,62.37,198.86,10.19,19.724,9.834,90.35,-9.89,0.0
2023-03-07T18:00:00,18,1,3,0,22.63,71.73,0.94,45.3,22.597,0.008,69.97,-20.0,2.589
2023-03-07T19:00:00,19,1,3,0,23.96,59.24,0.0,30.42,25.82,0.024,50.27,-20.0,5.796
2023-03-07T20:00:00,20,1,3,0,24.6,67.6,0.0,56.91,25.777,0.0,30.25,-20.0,5.777
2023-03-07T21:00:00,21,1,3,0,20.51,64.64,0.0,57.02,20.412,0.02,9.92,-20.0,0.392
2023-03-07T22:00:00,22,1,3,0,20.78,59.54,2.03,34.7,19.618,0.0,10.21,-0.11,19.508
2023-03-07T23:00:00,23,1,3,0,16.09,64.47,0.36,71.32,15.749,0.008,9.82,-0.0,15.741
2023-03-08T00:00:00,0,2,3,0,16.35,68.79,2.37,60.96,10.149,0.007,9.78,-0.0,10.142
2023-03-08T01:00:00,1,2,3,0,13.1,72.26,0.0,38.97,11.2,0.047,9.87,-0.0,11.153
2023-03-08T02:00:00,2,2,3,0,11.37,59.36,0.0,25.26,10.2,0.0,9.88,-0.0,10.2
2023-03-08T03:00:00,3,2,3,0,15.67,66.76,0.0,57.4,10.02,0.0,9.95,-0.0,10.02
2023-03-08T04:00:00,4,2,3,0,14.51,67.85,0.0,62.09,11.224,0.0,9.83,-0.0,11.224
2023-03-08T05:00:00,5,2,3,0,15.04,70.95,0.0,65.22,11.528,0.0,10.09,-0.0,11.528
2023-03-08T06:00:00,6,2,3,0,14.39,68.83,0.0,48.22,14.389,0.008,9.98,-0.0,14.381
2023-03-08T07:00:00,7,2,3,0,15.19,66.01,168.77,23.16,19.121,8.013,10.03,-0.0,11.108
2023-03-08T08:00:00,8,2,3,0,18.42,70.97,390.19,22.77,20.623,18.42,10.1,-0.0,2.203
2023-03-08T09:00:00,9,2,3,0,19.97,56.99,534.91,27.51,23.066,24.785,11.81,1.719,0.0
2023-03-08T10:00:00,10,2,3,0,23.04,53.03,749.61,14.21,17.267,35.893,28.65,18.626,0.0
2023-03-08T11:00:00,11,2,3,0,24.91,56.36,949.28,4.18,15.269,45.838,47.03,20.0,0.0
2023-03-08T12:00:00,12,2,3,0,25.06,62.03,962.66,2.34,13.336,42.517,65.64,20.0,0.0
2023-03-08T13:00:00,13,2,3,0,27.08,49.36,791.52,22.47,12.926,36.405,84.11,20.0,0.0
2023-03-08T14:00:00,14,2,3,0,30.03,54.6,801.76,8.38,13.505,36.817,100.0,17.481,0.0
2023-03-08T15:00:00,15,2,3,0,27.11,55.76,560.3,23.17,14.518,27.681,100.0,0.0,0.0
2023-03-08T16:00:00,16,2,3,0,26.45,57.93,452.52,0.0,16.273,21.176,99.97,0.0,0.0
2023-03-08T17:00:00,17,2,3,0,27.89,56.0,200.29,0.0,20.577,8.906,88.24,-11.671,0.0
2023-03-08T18:00:00,18,2,3,0,27.0,58.77,0.0,34.54,22.626,0.0,68.27,-20.0,2.626
2023-03-08T19:00:00,19,2,3,0,22.66,58.17,0.0,0.0,25.002,0.007,48.32,-20.0,4.995
2023-03-08T20:00:00,20,2,3,0,21.85,52.89,0.03,0.0,25.704,0.001,28.43,-20.0,5.703
2023-03-08T21:00:00,21,2,3,0,23.79,61.21,0.0,14.0,22.77,0.018,10.13,-18.329,4.423
2023-03-08T22:00:00,22,2,3,0,20.19,64.03,0.48,0.0,20.401,0.012,9.86,-0.0,20.389
2023-03-08T23:00:00,23,2,3,0,18.13,63.11,0.0,29.2,18.05,0.017,10.01,-0.0,18.033
2023-03-09T00:00:00,0,3,3,0,17.34,61.08,0.0,29.71,11.808,0.01,9.89,-0.0,11.798
2023-03-09T01:00:00,1,3,3,0,15.29,63.87,1.39,32.04,9.773,0.023,9.96,-0.0,9.75
2023-03-09T02:00:00,2,3,3,0,15.72,63.5,0.0,0.0,9.86,0.0,10.02,-0.0,9.86
2023-03-09T03:00:00,3,3,3,0,14.22,61.57,1.27,9.37,9.98,0.0,10.14,-0.0,9.98
2023-03-09T04:00:00,4,3,3,0,14.4,54.91,0.0,4.2,8.866,0.0,9.98,-0.0,8.866
2023-03-09T05:00:00,5,3,3,0,15.59,69.85,0.28,36.42,11.846,0.002,10.07,-0.0,11.844
2023-03-09T06:00:00,6,3,3,0,17.04,60.59,0.79,44.5,13.721,0.0,9.84,-0.0,13.721
2023-03-09T07:00:00,7,3,3,0,19.18,63.48,155.54,24.75,19.514,6.926,9.83,-0.0,12.588
2023-03-09T08:00:00,8,3,3,0,23.67,45.85,448.68,0.0,19.802,21.922,11.91,2.12,0.0
2023-03-09T09:00:00,9,3,3,0,18.63,63.92,487.84,36.18,19.629,22.899,15.46,3.27,0.0
2023-03-09T10:00:00,10,3,3,0,23.98,55.84,807.7,7.8,17.161,37.326,33.24,20.0,0.0
2023-03-09T11:00:00,11,3,3,0,23.01,47.98,844.2,15.15,13.777,39.254,51.78,20.0,0.0
2023-03-09T12:00:00,12,3,3,0,25.99,55.9,984.25,2.23,14.281,49.612,70.22,20.0,0.0
2023-03-09T13:00:00,13,3,3,0,26.83,50.25,817.73,15.43,12.821,40.735,88.56,20.0,0.0
2023-03-09T14:00:00,14,3,3,0,29.67,52.96,822.62,4.39,16.724,37.268,99.91,12.436,0.0
2023-03-09T15:00:00,15,3,3,0,30.4,54.32,473.25,32.69,17.628,20.878,100.0,0.0,0.0
2023-03-09T16:00:00,16,3,3,0,27.73,49.59,382.93,26.97,17.765,18.752,99.86,0.0,0.0
2023-03-09T17:00:00,17,3,3,0,28.19,53.04,167.03,37.11,19.614,8.485,88.93,-11.129,0.0
2023-03-09T18:00:00,18,3,3,0,22.15,54.64,0.0,23.05,23.256,0.011,68.78,-20.0,3.245
2023-03-09T19:00:00,19,3,3,0,26.78,63.03,0.0,31.01,25.24,0.0,49.02,-20.0,5.24
2023-03-09T20:00:00,20,3,3,0,23.67,63.75,0.0,29.26,26.025,0.0,28.6,-20.0,6.025
2023-03-09T21:00:00,21,3,3,0,23.22,73.2,0.0,45.3,24.685,0.0,9.98,-18.871,5.814
2023-03-09T22:00:00,22,3,3,0,18.61,59.84,0.86,29.54,18.272,0.011,9.83,-0.0,18.261
2023-03-09T23:00:00,23,3,3,0,17.0,58.09,0.0,13.04,16.959,0.0,10.12,-0.0,16.959
2023-03-10T00:00:00,0,4,3,0,17.53,59.23,1.73,0.0,9.973,0.024,10.13,-0.0,9.949
2023-03-10T01:00:00,1,4,3,0,15.66,61.1,2.62,21.95,10.398,0.034,9.61,-0.0,10.364
2023-03-10T02:00:00,2,4,3,0,16.02,56.48,0.0,0.0,9.962,0.031,9.81,-0.0,9.931
2023-03-10T03:00:00,3,4,3,0,16.32,64.31,1.78,32.05,10.109,0.036,10.14,-0.0,10.073
2023-03-10T04:00:00,4,4,3,0,13.32,69.9,0.0,36.7,11.107,0.021,9.98,-0.0,11.086
2023-03-10T05:00:00,5,4,3,0,17.49,49.89,0.57,12.47,13.62,0.012,10.09,-0.0,13.608
2023-03-10T06:00:00,6,4,3,0,17.11,60.13,0.0,28.0,13.842,0.0,10.0,-0.0,13.842
2023-03-10T07:00:00,7,4,3,0,18.54,58.11,149.31,47.49,20.024,7.266,10.02,-0.0,12.758
2023-03-10T08:00:00,8,4,3,0,17.28,62.15,371.85,28.14,23.018,17.202,10.15,-0.0,5.816
2023-03-10T09:00:00,9,4,3,0,21.78,63.08,516.67,31.28,19.589,25.388,15.16,5.799,0.0
2023-03-10T10:00:00,10,4,3,0,20.07,68.98,570.65,41.55,16.795,27.164,24.81,10.369,0.0
2023-03-10T11:00:00,11,4,3,0,25.03,56.82,712.8,30.35,15.436,34.044,41.84,18.608,0.0
2023-03-10T12:00:00,12,4,3,0,24.11,55.47,992.86,0.0,14.176,47.603,60.43,20.0,0.0
2023-03-10T13:00:00,13,4,3,0,27.17,45.46,913.38,4.12,13.878,40.813,78.6,20.0,0.0
2023-03-10T14:00:00,14,4,3,0,28.44,49.63,794.38,9.17,16.098,39.172,97.33,20.0,0.0
2023-03-10T15:00:00,15,4,3,0,29.75,56.3,577.17,22.83,18.524,27.257,99.92,3.05,0.0
2023-03-10T16:00:00,16,4,3,0,28.22,47.6,420.31,11.43,16.337,20.747,100.0,0.0,0.0
2023-03-10T17:00:00,17,4,3,0,26.54,59.79,232.97,0.0,21.992,11.549,89.45,-10.443,0.0
2023-03-10T18:00:00,18,4,3,0,25.33,56.89,1.83,0.0,22.591,0.0,69.68,-20.0,2.591
2023-03-10T19:00:00,19,4,3,0,26.63,49.85,0.52,5.46,26.366,0.019,49.74,-20.0,6.347
2023-03-10T20:00:00,20,4,3,0,24.41,48.78,0.0,9.46,24.383,0.0,29.67,-20.0,4.383
2023-03-10T21:00:00,21,4,3,0,21.76,52.64,0.0,0.0,22.011,0.026,9.87,-19.557,2.428
2023-03-10T22:00:00,22,4,3,0,19.61,53.93,0.0,6.75,19.09,0.0,10.22,-0.0,19.09
2023-03-10T23:00:00,23,4,3,0,15.55,57.92,0.0,29.06,17.488,0.0,10.1,-0.0,17.488
2023-03-11T00:00:00,0,5,3,1,16.95,54.43,1.83,17.25,12.921,0.016,9.9,-0.0,12.905
2023-03-11T01:00:00,1,5,3,1,13.82,61.32,1.62,12.49,10.087,0.006,10.04,-0.0,10.081
2023-03-11T02:00:00,2,5,3,1,15.43,66.43,0.0,20.39,9.664,0.0,10.23,-0.0,9.664
2023-03-11T03:00:00,3,5,3,1,16.46,59.94,0.0,29.02,8.808,0.0,9.87,-0.0,8.808
2023-03-11T04:00:00,4,5,3,1,19.02,62.17,1.43,14.69,11.24,0.0,9.86,-0.0,11.24
2023-03-11T05:00:00,5,5,3,1,14.52,63.58,0.64,33.36,11.901,0.0,9.98,-0.0,11.901
2023-03-11T06:00:00,6,5,3,1,16.61,64.64,0.0,16.78,13.24,0.029,9.79,-0.0,13.211
2023-03-11T07:00:00,7,5,3,1,21.5,52.77,212.74,2.2,14.83,10.594,10.02,-0.0,4.236
2023-03-11T08:00:00,8,5,3,1,21.21,59.27,423.86,8.84,15.445,20.412,14.68,4.967,0.0
2023-03-11T09:00:00,9,5,3,1,20.49,58.94,631.77,9.36,17.798,32.389,28.02,14.591,0.0
2023-03-11T10:00:00,10,5,3,1,23.49,66.02,695.21,26.2,20.094,34.828,41.44,14.734,0.0
2023-03-11T11:00:00,11,5,3,1,25.21,57.84,930.26,4.74,19.495,48.965,60.08,20.0,0.0
2023-03-11T12:00:00,12,5,3,1,27.17,57.77,817.24,21.58,17.37,39.151,78.32,20.0,0.0
2023-03-11T13:00:00,13,5,3,1,27.22,49.5,769.32,24.15,17.663,33.506,92.81,15.843,0.0
2023-03-11T14:00:00,14,5,3,1,28.58,55.02,624.59,34.45,16.913,29.625,100.0,7.691,0.0
2023-03-11T15:00:00,15,5,3,1,26.32,52.9,569.99,21.18,17.741,26.853,100.0,0.0,0.0
2023-03-11T16:00:00,16,5,3,1,28.86,48.21,473.7,0.0,16.088,22.522,99.91,0.0,0.0
2023-03-11T17:00:00,17,5,3,1,27.78,55.06,199.18,13.77,17.588,10.044,92.7,-7.544,0.0
2023-03-11T18:00:00,18,5,3,1,25.29,56.34,4.32,5.65,18.01,0.0,74.46,-18.01,0.0
2023-03-11T19:00:00,19,5,3,1,22.71,57.11,0.02,0.0,18.453,0.0,56.01,-18.453,0.0
2023-03-11T20:00:00,20,5,3,1,24.46,61.05,2.55,0.0,19.882,0.015,36.14,-19.867,0.0
2023-03-11T21:00:00,21,5,3,1,22.06,61.37,0.26,19.2,18.944,0.0,17.1,-18.944,0.0
2023-03-11T22:00:00,22,5,3,1,18.79,54.21,0.0,16.55,18.89,0.0,9.81,-7.182,11.708
2023-03-11T23:00:00,23,5,3,1,18.05,59.54,0.29,1.74,16.19,0.024,10.29,-0.0,16.166
2023-03-12T00:00:00,0,6,3,1,15.9,64.5,0.0,14.14,11.391,0.015,9.82,-0.0,11.376
2023-03-12T01:00:00,1,6,3,1,16.03,67.3,0.0,10.7,11.668,0.004,10.19,-0.0,11.664
2023-03-12T02:00:00,2,6,3,1,14.3,61.59,0.0,13.51,11.406,0.0,10.26,-0.0,11.406
2023-03-12T03:00:00,3,6,3,1,16.59,63.25,0.0,32.68,11.381,0.005,9.89,-0.0,11.376
2023-03-12T04:00:00,4,6,3,1,14.63,71.44,0.37,39.27,10.686,0.012,10.09,-0.0,10.674
2023-03-12T05:00:00,5,6,3,1,17.72,64.46,0.44,34.07,12.667,0.005,10.1,-0.0,12.662
2023-03-12T06:00:00,6,6,3,1,16.74,55.78,0.0,31.87,11.624,0.024,10.1,-0.0,11.6
2023-03-12T07:00:00,7,6,3,1,18.85,51.63,202.48,19.05,15.779,8.793,9.91,-0.0,6.986
2023-03-12T08:00:00,8,6,3,1,20.63,72.64,315.68,43.86,16.905,15.325,9.94,-0.0,1.58
2023-03-12T09:00:00,9,6,3,1,23.75,51.3,505.12,31.53,17.125,24.252,16.68,7.127,0.0
2023-03-12T10:00:00,10,6,3,1,23.12,56.93,729.09,15.18,19.671,34.129,29.61,14.458,0.0
2023-03-12T11:00:00,11,6,3,1,22.94,61.73,854.31,11.51,19.212,38.41,47.22,19.198,0.0
2023-03-12T12:00:00,12,6,3,1,25.07,48.08,850.67,16.59,20.063,42.813,65.94,20.0,0.0
2023-03-12T13:00:00,13,6,3,1,26.96,55.64,553.93,51.17,17.178,25.855,73.88,8.677,0.0
2023-03-12T14:00:00,14,6,3,1,26.67,54.2,533.4,46.04,16.535,26.409,83.01,9.874,0.0
2023-03-12T15:00:00,15,6,3,1,28.91,63.77,583.83,16.44,17.877,27.464,91.7,9.587,0.0
2023-03-12T16:00:00,16,6,3,1,28.27,65.75,390.99,20.04,17.001,19.468,94.19,2.467,0.0
2023-03-12T17:00:00,17,6,3,1,30.98,51.14,177.01,24.33,17.444,8.463,85.22,-8.981,0.0
2023-03-12T18:00:00,18,6,3,1,24.99,61.07,0.0,24.77,20.446,0.0,65.12,-20.0,0.446
